"strategy_id","primary_id","Edgar_Class","CSC.Sector","CSC.Subsector","Subsector","value","Year","Gas","design_id","future_id","strategy","Code","Contry","source"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.38497372,2021,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.37368330170081,2022,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.35971058921724,2023,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.35515459945371,2024,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.34537239746482,2025,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.33560716692582,2026,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.32585939570077,2027,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.31612956032445,2028,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.30641812619219,2029,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.2967255477466,2030,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.2870522686616,2031,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.27739872202341,2032,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.26776533050898,2033,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.25815250656133,2034,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.24856065256256,2035,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.23899016100381,2036,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.22944141465283,2037,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.21991478671889,2038,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.21041064101507,2039,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.20092933211811,2040,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.19147120552575,2041,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.1820365978116,2042,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.17262583677762,2043,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.16323924160431,2044,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.15387712299839,2045,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.14453978333838,2046,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.13522751681773,2047,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.12594060958591,2048,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.11667933988714,2049,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops","agrc",2.10744397819704,2050,"CH4",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2021,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2022,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2023,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2024,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2025,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2026,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2027,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2028,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2029,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2030,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2031,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2032,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2033,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2034,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2035,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2036,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2037,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2038,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2039,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2040,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2041,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2042,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2043,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2044,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2045,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2046,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2047,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2048,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2049,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops","agrc",0,2050,"CO2",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:N2O","Agriculture","AG - Crops","agrc",0.539274837,2021,"N2O",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:N2O","Agriculture","AG - Crops","agrc",0.524578589841732,2022,"N2O",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:N2O","Agriculture","AG - Crops","agrc",0.479864135528174,2023,"N2O",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:N2O","Agriculture","AG - Crops","agrc",0.530948909833622,2024,"N2O",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:N2O","Agriculture","AG - Crops","agrc",0.528743598350895,2025,"N2O",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
0,0,"AG - Crops:N2O","Agriculture","AG - Crops","agrc",0.526542112932419,2026,"N2O",0,0,"Strategy TX:BASE","LA","louisiana","SISEPUEDE"
